年龄,是否离职,出差频率,日薪,部门,离家距离,教育程度,教育领域,员工计数,员工编号,环境满意度,性别,时薪,工作投入度,职位等级,职位角色,工作满意度,婚姻状况,月收入,月费率,曾工作公司数,是否满18岁,是否加班,薪资涨幅百分比,绩效评级,关系满意度,标准工时,股票期权等级,总工作年限,去年培训次数,工作生活平衡,本公司工作年限,现任职位年限,上次晋升至今年限,现任经理共事年限
41,否,偶尔出差,933,Research & Development,9,4,Life Sciences,1,200,3,男,94,3,1,Laboratory Technician,1,已婚,2238,6961,2,Y,否,21,4,4,80,1,7,2,3,5,0,1,4
19,否,偶尔出差,1181,Research & Development,3,1,Medical,1,201,2,女,79,3,1,Laboratory Technician,2,单身,1483,16102,1,Y,否,14,3,4,80,0,1,3,3,1,0,0,0
40,否,经常出差,1395,Research & Development,26,3,Medical,1,202,2,女,54,3,2,Research Scientist,2,离异,5605,8504,1,Y,否,11,3,1,80,1,20,2,3,20,7,2,13
35,否,偶尔出差,662,Sales,1,5,Marketing,1,204,3,男,94,3,3,Sales Executive,2,已婚,7295,11439,1,Y,否,13,3,1,80,2,10,3,3,10,8,0,6
53,否,偶尔出差,1436,Sales,6,2,Marketing,1,205,2,男,34,3,2,Sales Representative,3,已婚,2306,16047,2,Y,是,20,4,4,80,1,13,3,1,7,7,4,5
45,否,偶尔出差,194,Research & Development,9,3,Life Sciences,1,206,2,男,60,3,2,Laboratory Technician,2,离异,2348,10901,8,Y,否,18,3,3,80,1,20,2,1,17,9,0,15
32,否,经常出差,967,Sales,8,3,Marketing,1,207,2,女,43,3,3,Sales Executive,4,单身,8998,15589,1,Y,否,14,3,4,80,0,9,2,3,9,8,3,7
29,否,不出差,1496,Research & Development,1,1,Technical Degree,1,208,4,男,41,3,2,Manufacturing Director,3,已婚,4319,26283,1,Y,否,13,3,1,80,1,10,1,3,10,7,0,9
51,否,偶尔出差,1169,Research & Development,7,4,Medical,1,211,2,男,34,2,2,Manufacturing Director,3,已婚,6132,13983,2,Y,否,17,3,3,80,0,10,2,3,1,0,0,0
58,否,偶尔出差,1145,Research & Development,9,3,Medical,1,214,2,女,75,2,1,Research Scientist,2,已婚,3346,11873,4,Y,是,20,4,2,80,1,9,3,2,1,0,0,0
40,否,偶尔出差,630,Sales,4,4,Marketing,1,215,3,男,67,2,3,Sales Executive,4,已婚,10855,8552,7,Y,否,11,3,1,80,1,15,2,2,12,11,2,11
34,否,经常出差,303,Sales,2,4,Marketing,1,216,3,女,75,3,1,Sales Representative,3,已婚,2231,11314,6,Y,否,18,3,4,80,1,6,3,3,4,3,1,2
22,否,偶尔出差,1256,Research & Development,19,1,Medical,1,217,3,男,80,3,1,Research Scientist,4,已婚,2323,11992,1,Y,否,24,4,1,80,2,2,6,3,2,2,2,2
27,否,不出差,691,Research & Development,9,3,Medical,1,218,4,男,57,3,1,Research Scientist,2,离异,2024,5970,6,Y,否,18,3,4,80,1,6,1,1,2,2,2,2
28,否,偶尔出差,440,Research & Development,21,3,Medical,1,221,3,男,42,3,1,Research Scientist,4,已婚,2713,6672,1,Y,否,11,3,3,80,1,5,2,1,5,2,0,2
57,否,偶尔出差,334,Research & Development,24,2,Life Sciences,1,223,3,男,83,4,3,Healthcare Representative,4,离异,9439,23402,3,Y,是,16,3,2,80,1,12,2,1,5,3,1,4
27,否,不出差,1450,Research & Development,3,3,Medical,1,224,3,男,79,2,1,Research Scientist,3,离异,2566,25326,1,Y,是,15,3,4,80,1,1,2,2,1,1,0,1
50,否,偶尔出差,1452,Research & Development,11,3,Life Sciences,1,226,3,女,53,3,5,Manager,2,单身,19926,17053,3,Y,否,15,3,2,80,0,21,5,3,5,4,4,4
41,否,偶尔出差,465,Research & Development,14,3,Life Sciences,1,227,1,男,56,3,1,Research Scientist,3,离异,2451,4609,4,Y,否,12,3,1,80,1,13,2,3,9,8,1,8
30,否,偶尔出差,1339,Sales,5,3,Life Sciences,1,228,2,女,41,3,3,Sales Executive,4,已婚,9419,8053,2,Y,否,12,3,3,80,1,12,2,3,10,9,7,4
38,否,偶尔出差,702,Sales,1,4,Life Sciences,1,230,1,女,59,2,2,Sales Executive,4,单身,8686,12930,4,Y,否,22,4,3,80,0,12,2,4,8,3,0,7
32,否,偶尔出差,120,Research & Development,6,5,Life Sciences,1,231,3,男,43,3,1,Research Scientist,3,单身,3038,12430,3,Y,否,20,4,1,80,0,8,2,3,5,4,1,4
27,否,偶尔出差,1157,Research & Development,17,3,Technical Degree,1,233,3,男,51,3,1,Research Scientist,2,已婚,3058,13364,0,Y,是,16,3,4,80,1,6,3,2,5,2,1,1
19,是,经常出差,602,Sales,1,1,Technical Degree,1,235,3,女,100,1,1,Sales Representative,1,单身,2325,20989,0,Y,否,21,4,1,80,0,1,5,4,0,0,0,0
36,否,经常出差,1480,Research & Development,3,2,Medical,1,238,4,男,30,3,1,Laboratory Technician,2,单身,2088,15062,4,Y,否,12,3,3,80,0,13,3,2,8,7,7,2
30,否,不出差,111,Research & Development,9,3,Medical,1,239,3,男,66,3,2,Laboratory Technician,1,离异,3072,11012,1,Y,否,11,3,3,80,2,12,4,3,12,9,6,10
45,否,偶尔出差,1268,Sales,4,2,Life Sciences,1,240,3,女,30,3,2,Sales Executive,1,离异,5006,6319,4,Y,是,11,3,1,80,1,9,3,4,5,4,0,3
56,否,偶尔出差,713,Research & Development,8,3,Life Sciences,1,241,3,女,67,3,1,Research Scientist,1,离异,4257,13939,4,Y,是,18,3,3,80,1,19,3,3,2,2,2,2
33,否,偶尔出差,134,Research & Development,2,3,Life Sciences,1,242,3,男,90,3,1,Research Scientist,4,单身,2500,10515,0,Y,否,14,3,1,80,0,4,2,4,3,1,0,2
19,是,偶尔出差,303,Research & Development,2,3,Life Sciences,1,243,2,男,47,2,1,Laboratory Technician,4,单身,1102,9241,1,Y,否,22,4,3,80,0,1,3,2,1,0,1,0
46,否,偶尔出差,526,Sales,1,2,Marketing,1,244,2,女,92,3,3,Sales Executive,1,离异,10453,2137,1,Y,否,25,4,3,80,3,24,2,3,24,13,15,7
38,否,偶尔出差,1380,Research & Development,9,2,Life Sciences,1,245,3,女,75,3,1,Laboratory Technician,4,单身,2288,6319,1,Y,否,12,3,3,80,0,2,3,3,2,2,2,1
31,否,偶尔出差,140,Research & Development,12,1,Medical,1,246,3,女,95,3,1,Research Scientist,4,已婚,3929,6984,8,Y,是,23,4,3,80,1,7,0,3,4,2,0,2
34,否,偶尔出差,629,Research & Development,27,2,Medical,1,247,4,女,95,3,1,Research Scientist,2,单身,2311,5711,2,Y,否,15,3,4,80,0,9,3,3,3,2,1,2
41,是,偶尔出差,1356,Sales,20,2,Marketing,1,248,2,女,70,3,1,Sales Representative,2,单身,3140,21728,1,Y,是,22,4,4,80,0,4,5,2,4,3,0,2
50,否,偶尔出差,328,Research & Development,1,3,Medical,1,249,3,男,86,2,1,Laboratory Technician,3,已婚,3690,3425,2,Y,否,15,3,4,80,1,5,2,2,3,2,0,2
53,否,偶尔出差,1084,Research & Development,13,2,Medical,1,250,4,女,57,4,2,Manufacturing Director,1,离异,4450,26250,1,Y,否,11,3,3,80,2,5,3,3,4,2,1,3
33,否,偶尔出差,931,Research & Development,14,3,Medical,1,252,4,女,72,3,1,Research Scientist,2,已婚,2756,4673,1,Y,否,13,3,4,80,1,8,5,3,8,7,1,6
40,否,偶尔出差,989,Research & Development,4,1,Medical,1,253,4,女,46,3,5,Manager,3,已婚,19033,6499,1,Y,否,14,3,2,80,1,21,2,3,20,8,9,9
55,否,偶尔出差,692,Research & Development,14,4,Medical,1,254,3,男,61,4,5,Research Director,2,单身,18722,13339,8,Y,否,11,3,4,80,0,36,3,3,24,15,2,15
34,否,经常出差,1069,Research & Development,2,1,Life Sciences,1,256,4,男,45,2,2,Manufacturing Director,3,已婚,9547,14074,1,Y,否,17,3,3,80,0,10,2,2,10,9,1,9
51,否,偶尔出差,313,Research & Development,3,3,Medical,1,258,4,女,98,3,4,Healthcare Representative,2,单身,13734,7192,3,Y,否,18,3,3,80,0,21,6,3,7,7,1,0
52,否,偶尔出差,699,Research & Development,1,4,Life Sciences,1,259,3,男,65,2,5,Manager,3,已婚,19999,5678,0,Y,否,14,3,1,80,1,34,5,3,33,18,11,9
27,否,偶尔出差,894,Research & Development,9,3,Medical,1,260,4,女,99,3,1,Research Scientist,2,单身,2279,11781,1,Y,否,16,3,4,80,0,7,2,2,7,7,0,3
35,是,偶尔出差,556,Research & Development,23,2,Life Sciences,1,261,2,男,50,2,2,Manufacturing Director,3,已婚,5916,15497,3,Y,是,13,3,1,80,0,8,1,3,1,0,0,1
43,否,不出差,1344,Research & Development,7,3,Medical,1,262,4,男,37,4,1,Research Scientist,4,离异,2089,5228,4,Y,否,14,3,4,80,3,7,3,4,5,4,2,2
45,否,不出差,1195,Research & Development,2,2,Medical,1,264,1,男,65,2,4,Manager,4,已婚,16792,20462,9,Y,否,23,4,4,80,1,22,1,3,20,8,11,8
37,否,偶尔出差,290,Research & Development,21,3,Life Sciences,1,267,2,男,65,4,1,Research Scientist,1,已婚,3564,22977,1,Y,是,12,3,1,80,1,8,3,2,8,7,1,7
35,否,经常出差,138,Research & Development,2,3,Medical,1,269,2,女,37,3,2,Laboratory Technician,2,单身,4425,15986,5,Y,否,11,3,4,80,0,10,5,3,6,2,1,2
42,否,不出差,926,Research & Development,21,2,Medical,1,270,3,女,36,3,2,Manufacturing Director,3,离异,5265,16439,2,Y,否,16,3,2,80,1,11,5,3,5,3,0,2
38,否,偶尔出差,1261,Research & Development,2,4,Life Sciences,1,271,4,男,88,3,2,Manufacturing Director,3,已婚,6553,7259,9,Y,否,14,3,2,80,0,14,3,3,1,0,0,0
38,否,偶尔出差,1084,Research & Development,29,3,Technical Degree,1,273,4,男,54,3,2,Manufacturing Director,4,已婚,6261,4185,3,Y,否,18,3,1,80,1,9,3,1,7,7,1,7
27,否,经常出差,472,Research & Development,1,1,Technical Degree,1,274,3,男,60,2,2,Manufacturing Director,1,已婚,4298,9679,5,Y,否,19,3,3,80,1,6,1,3,2,2,2,0
49,否,不出差,1002,Research & Development,18,4,Life Sciences,1,275,4,男,92,3,2,Manufacturing Director,4,离异,6804,23793,1,Y,是,15,3,1,80,2,7,0,3,7,7,1,7
34,否,经常出差,878,Research & Development,10,4,Medical,1,277,4,男,43,3,1,Research Scientist,3,离异,3815,5972,1,Y,是,17,3,4,80,1,5,4,4,5,3,2,0
40,否,偶尔出差,905,Research & Development,19,2,Medical,1,281,3,男,99,3,2,Laboratory Technician,4,已婚,2741,16523,8,Y,是,15,3,3,80,1,15,2,4,7,2,3,7
38,是,偶尔出差,1180,Research & Development,29,1,Medical,1,282,2,男,70,3,2,Healthcare Representative,1,已婚,6673,11354,7,Y,是,19,3,2,80,0,17,2,3,1,0,0,0
29,是,偶尔出差,121,Sales,27,3,Marketing,1,283,2,女,35,3,3,Sales Executive,4,已婚,7639,24525,1,Y,否,22,4,4,80,3,10,3,2,10,4,1,9
22,否,偶尔出差,1136,Research & Development,5,3,Life Sciences,1,284,4,男,60,4,1,Research Scientist,2,离异,2328,12392,1,Y,是,16,3,1,80,1,4,2,2,4,2,2,2
36,否,经常出差,635,Research & Development,18,1,Medical,1,286,2,女,73,3,1,Laboratory Technician,4,单身,2153,7703,1,Y,否,13,3,1,80,0,8,2,3,8,1,1,7
40,否,不出差,1151,Research & Development,9,5,Life Sciences,1,287,4,男,63,2,2,Healthcare Representative,4,已婚,4876,14242,9,Y,否,14,3,4,80,1,5,5,1,3,2,0,2
46,否,偶尔出差,644,Research & Development,1,4,Medical,1,288,4,男,97,3,3,Healthcare Representative,1,离异,9396,12368,7,Y,否,16,3,3,80,1,17,3,3,4,2,0,3
32,是,偶尔出差,1045,Sales,4,4,Medical,1,291,4,男,32,1,3,Sales Executive,4,已婚,10400,25812,1,Y,否,11,3,3,80,0,14,2,2,14,8,9,8
30,否,不出差,829,Research & Development,1,1,Life Sciences,1,292,3,男,88,2,3,Manufacturing Director,3,单身,8474,20925,1,Y,否,22,4,3,80,0,12,2,3,11,8,5,8
27,否,经常出差,1242,Sales,20,3,Life Sciences,1,293,4,女,90,3,2,Sales Executive,3,单身,9981,12916,1,Y,否,14,3,4,80,0,7,2,3,7,7,0,7
51,否,偶尔出差,1469,Research & Development,8,4,Life Sciences,1,296,2,男,81,2,3,Research Director,2,已婚,12490,15736,5,Y,否,16,3,4,80,2,16,5,1,10,9,4,7
30,是,偶尔出差,1005,Research & Development,3,3,Technical Degree,1,297,4,女,88,3,1,Research Scientist,1,单身,2657,8556,5,Y,是,11,3,3,80,0,8,5,3,5,2,0,4
41,否,偶尔出差,896,Sales,6,3,Life Sciences,1,298,4,女,75,3,3,Manager,4,单身,13591,14674,3,Y,是,18,3,3,80,0,16,3,3,1,0,0,0
30,是,经常出差,334,Sales,26,4,Marketing,1,299,3,女,52,2,2,Sales Executive,1,单身,6696,22967,5,Y,否,15,3,3,80,0,9,5,2,6,3,0,1
29,是,偶尔出差,992,Research & Development,1,3,Technical Degree,1,300,3,男,85,3,1,Research Scientist,3,单身,2058,19757,0,Y,否,14,3,4,80,0,7,1,2,6,2,1,5
45,否,不出差,1052,Sales,6,3,Medical,1,302,4,女,57,2,3,Sales Executive,4,单身,8865,16840,6,Y,否,12,3,4,80,0,23,2,3,19,7,12,8
54,否,偶尔出差,1147,Sales,3,3,Marketing,1,303,4,女,52,3,2,Sales Executive,1,已婚,5940,17011,2,Y,否,14,3,4,80,1,16,4,3,6,2,0,5
36,否,偶尔出差,1396,Research & Development,5,2,Life Sciences,1,304,4,男,62,3,2,Laboratory Technician,2,单身,5914,9945,8,Y,否,16,3,4,80,0,16,3,4,13,11,3,7
33,否,偶尔出差,147,Research & Development,4,4,Medical,1,305,3,女,47,2,1,Research Scientist,2,已婚,2622,13248,6,Y,否,21,4,4,80,0,7,3,3,3,2,1,1
37,否,经常出差,663,Research & Development,11,3,Other,1,306,2,男,47,3,3,Research Director,4,离异,12185,10056,1,Y,是,14,3,3,80,3,10,1,3,10,8,0,7
38,否,偶尔出差,119,Sales,3,3,Life Sciences,1,307,1,男,76,3,3,Sales Executive,3,离异,10609,9647,0,Y,否,12,3,3,80,2,17,6,2,16,10,5,13
31,否,不出差,979,Research & Development,1,4,Medical,1,308,3,男,90,1,2,Manufacturing Director,3,已婚,4345,4381,0,Y,否,12,3,4,80,1,6,2,3,5,4,1,4
59,否,偶尔出差,142,Research & Development,3,3,Life Sciences,1,309,3,男,70,2,1,Research Scientist,4,已婚,2177,8456,3,Y,否,17,3,1,80,1,7,6,3,1,0,0,0
37,否,经常出差,319,Sales,4,4,Marketing,1,311,1,男,41,3,1,Sales Representative,4,离异,2793,2539,4,Y,否,17,3,3,80,1,13,2,3,9,8,5,8
29,否,经常出差,1413,Sales,1,1,Medical,1,312,2,女,42,3,3,Sales Executive,4,已婚,7918,6599,1,Y,否,14,3,4,80,1,11,5,3,11,10,4,1
35,否,经常出差,944,Sales,1,3,Marketing,1,314,3,女,92,3,3,Sales Executive,3,单身,8789,9096,1,Y,否,14,3,1,80,0,10,3,4,10,7,0,8
29,是,偶尔出差,896,Research & Development,18,1,Medical,1,315,3,男,86,2,1,Research Scientist,4,单身,2389,14961,1,Y,是,13,3,3,80,0,4,3,2,4,3,0,1
52,否,偶尔出差,1323,Research & Development,2,3,Life Sciences,1,316,3,女,89,2,1,Laboratory Technician,4,单身,3212,3300,7,Y,否,15,3,2,80,0,6,3,2,2,2,2,2
42,否,偶尔出差,532,Research & Development,4,2,Technical Degree,1,319,3,男,58,3,5,Manager,4,已婚,19232,4933,1,Y,否,11,3,4,80,0,22,3,3,22,17,11,15
59,否,偶尔出差,818,Human Resources,6,2,Medical,1,321,2,男,52,3,1,Human Resources,3,已婚,2267,25657,8,Y,否,17,3,4,80,0,7,2,2,2,2,2,2
50,否,偶尔出差,854,Sales,1,4,Medical,1,323,4,女,68,3,5,Manager,4,离异,19517,24118,3,Y,否,11,3,3,80,1,32,3,2,7,0,0,6
33,是,偶尔出差,813,Research & Development,14,3,Medical,1,325,3,男,58,3,1,Laboratory Technician,4,已婚,2436,22149,5,Y,是,13,3,3,80,1,8,2,1,5,4,0,4
43,否,偶尔出差,1034,Sales,16,3,Marketing,1,327,4,女,80,3,4,Manager,4,已婚,16064,7744,5,Y,是,22,4,3,80,1,22,3,3,17,13,1,9
33,是,偶尔出差,465,Research & Development,2,2,Life Sciences,1,328,1,女,39,3,1,Laboratory Technician,1,已婚,2707,21509,7,Y,否,20,4,1,80,0,13,3,4,9,7,1,7
52,否,不出差,771,Sales,2,4,Life Sciences,1,329,1,男,79,2,5,Manager,3,单身,19068,21030,1,Y,是,18,3,4,80,0,33,2,4,33,7,15,12
32,否,偶尔出差,1401,Sales,4,2,Life Sciences,1,330,3,女,56,3,1,Sales Representative,2,已婚,3931,20990,2,Y,否,11,3,1,80,1,6,5,3,4,3,1,2
32,是,偶尔出差,515,Research & Development,1,3,Life Sciences,1,331,4,男,62,2,1,Laboratory Technician,3,单身,3730,9571,0,Y,是,14,3,4,80,0,4,2,1,3,2,1,2
39,否,偶尔出差,1431,Research & Development,1,4,Medical,1,332,3,女,96,3,1,Laboratory Technician,3,离异,2232,15417,7,Y,否,14,3,3,80,3,7,1,3,3,2,1,2
32,否,不出差,976,Sales,26,4,Marketing,1,333,3,男,100,3,2,Sales Executive,4,已婚,4465,12069,0,Y,否,18,3,1,80,0,4,2,3,3,2,2,2
41,否,偶尔出差,1411,Research & Development,19,2,Life Sciences,1,334,3,男,36,3,2,Research Scientist,1,离异,3072,19877,2,Y,否,16,3,1,80,2,17,2,2,1,0,0,0
40,否,偶尔出差,1300,Research & Development,24,2,Technical Degree,1,335,1,男,62,3,2,Research Scientist,4,离异,3319,24447,1,Y,否,17,3,1,80,2,9,3,3,9,8,4,7
45,否,偶尔出差,252,Research & Development,1,3,Other,1,336,3,男,70,4,5,Manager,4,已婚,19202,15970,0,Y,否,11,3,3,80,1,25,2,3,24,0,1,7
31,否,经常出差,1327,Research & Development,3,4,Medical,1,337,2,男,73,3,3,Research Director,3,离异,13675,13523,9,Y,否,12,3,1,80,1,9,3,3,2,2,2,2
33,否,偶尔出差,832,Research & Development,5,4,Life Sciences,1,338,3,女,63,2,1,Research Scientist,4,已婚,2911,14776,1,Y,否,13,3,3,80,1,2,2,2,2,2,0,2
34,否,偶尔出差,470,Research & Development,2,4,Life Sciences,1,339,4,男,84,2,2,Manufacturing Director,1,已婚,5957,23687,6,Y,否,13,3,2,80,1,13,3,3,11,9,5,9
37,否,偶尔出差,1017,Research & Development,1,2,Medical,1,340,3,女,83,2,1,Research Scientist,1,已婚,3920,18697,2,Y,否,14,3,1,80,1,17,2,2,3,1,0,2
45,否,经常出差,1199,Research & Development,7,4,Life Sciences,1,341,1,男,77,4,2,Manufacturing Director,3,已婚,6434,5118,4,Y,否,17,3,4,80,1,9,1,3,3,2,0,2
37,是,经常出差,504,Research & Development,10,3,Medical,1,342,1,男,61,3,3,Manufacturing Director,3,离异,10048,22573,6,Y,否,11,3,2,80,2,17,5,3,1,0,0,0
39,否,经常出差,505,Research & Development,2,4,Technical Degree,1,343,3,女,64,3,3,Healthcare Representative,3,单身,10938,6420,0,Y,否,25,4,4,80,0,20,1,3,19,6,11,8
29,否,偶尔出差,665,Research & Development,15,3,Life Sciences,1,346,3,男,60,3,1,Research Scientist,4,单身,2340,22673,1,Y,否,19,3,1,80,0,6,1,3,6,5,1,5
42,否,偶尔出差,916,Research & Development,17,2,Life Sciences,1,347,4,女,82,4,2,Research Scientist,1,单身,6545,23016,3,Y,是,13,3,3,80,0,10,1,3,3,2,0,2
29,否,偶尔出差,1247,Sales,20,2,Marketing,1,349,4,男,45,3,2,Sales Executive,4,离异,6931,10732,2,Y,否,14,3,4,80,1,10,2,3,3,2,0,2
25,否,偶尔出差,685,Research & Development,1,3,Life Sciences,1,350,1,女,62,3,2,Manufacturing Director,3,已婚,4898,7505,0,Y,否,12,3,4,80,2,5,3,3,4,2,1,2
42,否,偶尔出差,269,Research & Development,2,3,Medical,1,351,4,女,56,2,1,Laboratory Technician,1,离异,2593,8007,0,Y,是,11,3,3,80,1,10,4,3,9,6,7,8
40,否,偶尔出差,1416,Research & Development,2,2,Medical,1,352,1,男,49,3,5,Research Director,3,离异,19436,5949,0,Y,否,19,3,4,80,1,22,5,3,21,7,3,9
51,否,偶尔出差,833,Research & Development,1,3,Life Sciences,1,353,3,男,96,3,1,Research Scientist,4,已婚,2723,23231,1,Y,否,11,3,2,80,0,1,0,2,1,0,0,0
31,是,经常出差,307,Research & Development,29,2,Medical,1,355,3,男,71,2,1,Laboratory Technician,2,单身,3479,11652,0,Y,否,11,3,2,80,0,6,2,4,5,4,1,4
32,否,经常出差,1311,Research & Development,7,3,Life Sciences,1,359,2,男,100,4,1,Laboratory Technician,2,已婚,2794,26062,1,Y,否,20,4,3,80,0,5,3,1,5,1,0,3
38,否,不出差,1327,Sales,2,2,Life Sciences,1,361,4,男,39,2,2,Sales Executive,4,已婚,5249,19682,3,Y,否,18,3,4,80,1,13,0,3,8,7,7,5
32,否,偶尔出差,128,Research & Development,2,1,Technical Degree,1,362,4,男,84,2,2,Laboratory Technician,1,单身,2176,19737,4,Y,否,13,3,4,80,0,9,5,3,6,2,0,4
46,否,偶尔出差,488,Sales,2,3,Technical Degree,1,363,3,女,75,1,4,Manager,2,已婚,16872,14977,3,Y,是,12,3,2,80,1,28,2,2,7,7,7,7
28,是,偶尔出差,529,Research & Development,2,4,Life Sciences,1,364,1,男,79,3,1,Laboratory Technician,3,单身,3485,14935,2,Y,否,11,3,3,80,0,5,5,1,0,0,0,0
29,否,偶尔出差,1210,Sales,2,3,Medical,1,366,1,男,78,2,2,Sales Executive,2,已婚,6644,3687,2,Y,否,19,3,2,80,2,10,2,3,0,0,0,0
31,否,偶尔出差,1463,Research & Development,23,3,Medical,1,367,2,男,64,2,2,Healthcare Representative,4,已婚,5582,14408,0,Y,否,21,4,2,80,1,10,2,3,9,0,7,8
25,否,不出差,675,Research & Development,5,2,Life Sciences,1,369,2,男,85,4,2,Healthcare Representative,1,离异,4000,18384,1,Y,否,12,3,4,80,2,6,2,3,6,3,1,5
45,否,偶尔出差,1385,Research & Development,20,2,Medical,1,372,3,男,79,3,4,Healthcare Representative,4,已婚,13496,7501,0,Y,是,14,3,2,80,0,21,2,3,20,7,4,10
36,否,偶尔出差,1403,Research & Development,6,3,Life Sciences,1,373,4,男,47,3,1,Laboratory Technician,4,已婚,3210,20251,0,Y,否,11,3,3,80,1,16,4,3,15,13,10,11
55,否,偶尔出差,452,Research & Development,1,3,Medical,1,374,4,男,81,3,5,Manager,1,单身,19045,18938,0,Y,是,14,3,3,80,0,37,2,3,36,10,4,13
47,是,不出差,666,Research & Development,29,4,Life Sciences,1,376,1,男,88,3,3,Manager,2,已婚,11849,10268,1,Y,是,12,3,4,80,1,10,2,2,10,7,9,9
28,否,偶尔出差,1158,Research & Development,9,3,Medical,1,377,4,男,94,3,1,Research Scientist,4,已婚,2070,2613,1,Y,否,23,4,4,80,1,5,3,2,5,2,0,4
37,否,偶尔出差,228,Sales,6,4,Medical,1,378,3,男,98,3,2,Sales Executive,4,已婚,6502,22825,4,Y,否,14,3,2,80,1,7,5,4,5,4,0,1
21,否,偶尔出差,996,Research & Development,3,2,Medical,1,379,4,男,100,2,1,Research Scientist,3,单身,3230,10531,1,Y,否,17,3,1,80,0,3,4,4,3,2,1,0
37,否,不出差,728,Research & Development,1,4,Medical,1,380,1,女,80,3,3,Research Director,4,离异,13603,11677,2,Y,是,18,3,1,80,2,15,2,3,5,2,0,2
35,否,偶尔出差,1315,Research & Development,22,3,Life Sciences,1,381,2,女,71,4,3,Manager,2,离异,11996,19100,7,Y,否,18,3,2,80,1,10,6,2,7,7,6,2
38,否,偶尔出差,322,Sales,7,2,Medical,1,382,1,女,44,4,2,Sales Executive,1,离异,5605,19191,1,Y,是,24,4,3,80,1,8,3,3,8,0,7,7
26,否,经常出差,1479,Research & Development,1,3,Life Sciences,1,384,3,女,84,3,2,Manufacturing Director,2,离异,6397,26767,1,Y,否,20,4,1,80,1,6,6,1,6,5,1,4
50,否,偶尔出差,797,Research & Development,4,1,Life Sciences,1,385,1,男,96,3,5,Research Director,2,离异,19144,15815,3,Y,否,14,3,1,80,2,28,4,2,10,4,1,6
53,否,偶尔出差,1070,Research & Development,3,4,Medical,1,386,3,男,45,3,4,Research Director,3,已婚,17584,21016,3,Y,是,16,3,4,80,3,21,5,2,5,3,1,3
42,否,偶尔出差,635,Sales,1,1,Life Sciences,1,387,2,男,99,3,2,Sales Executive,3,已婚,4907,24532,1,Y,否,25,4,3,80,0,20,3,3,20,16,11,6
29,否,经常出差,442,Sales,2,2,Life Sciences,1,388,2,男,44,3,2,Sales Executive,4,单身,4554,20260,1,Y,否,18,3,1,80,0,10,3,2,10,7,0,9
55,否,偶尔出差,147,Research & Development,20,2,Technical Degree,1,389,2,男,37,3,2,Laboratory Technician,4,已婚,5415,15972,3,Y,是,19,3,4,80,1,12,4,3,10,7,0,8
26,否,经常出差,496,Research & Development,11,2,Medical,1,390,1,男,60,3,2,Healthcare Representative,1,已婚,4741,22722,1,Y,是,13,3,3,80,1,5,3,3,5,3,3,3
37,否,偶尔出差,1372,Research & Development,1,3,Life Sciences,1,391,4,女,42,3,1,Research Scientist,4,单身,2115,15881,1,Y,否,12,3,2,80,0,17,3,3,17,12,5,7
44,是,经常出差,920,Research & Development,24,3,Life Sciences,1,392,4,男,43,3,1,Laboratory Technician,3,离异,3161,19920,3,Y,是,22,4,4,80,1,19,0,1,1,0,0,0
38,否,偶尔出差,688,Research & Development,23,4,Life Sciences,1,393,4,男,82,3,2,Healthcare Representative,4,离异,5745,18899,9,Y,否,14,3,2,80,1,10,2,3,2,2,1,2
26,是,偶尔出差,1449,Research & Development,16,4,Medical,1,394,1,男,45,3,1,Laboratory Technician,2,离异,2373,14180,2,Y,是,13,3,4,80,1,5,2,3,3,2,0,2
28,否,偶尔出差,1117,Research & Development,8,2,Life Sciences,1,395,4,女,66,3,1,Research Scientist,4,单身,3310,4488,1,Y,否,21,4,4,80,0,5,3,3,5,3,0,2
49,否,经常出差,636,Research & Development,10,4,Life Sciences,1,396,3,女,35,3,5,Research Director,1,单身,18665,25594,9,Y,是,11,3,4,80,0,22,4,3,3,2,1,2
36,否,偶尔出差,506,Research & Development,3,3,Technical Degree,1,397,3,男,30,3,2,Research Scientist,2,单身,4485,26285,4,Y,否,12,3,4,80,0,10,2,3,8,0,7,7
31,否,经常出差,444,Sales,5,3,Marketing,1,399,4,女,84,3,1,Sales Representative,2,离异,2789,3909,1,Y,否,11,3,3,80,1,2,5,2,2,2,2,2
26,是,偶尔出差,950,Sales,4,4,Marketing,1,401,4,男,48,2,2,Sales Executive,4,单身,5828,8450,1,Y,是,12,3,2,80,0,8,0,3,8,7,7,4
37,否,经常出差,889,Research & Development,9,3,Medical,1,403,2,男,53,3,1,Research Scientist,4,已婚,2326,11411,1,Y,是,12,3,3,80,3,4,3,2,4,2,1,2
